districtname,aun,dataelement,displayvalue
Perkiomen Valley SD,123466103,2 or More Races,2.39
Perkiomen Valley SD,123466103,American Indian/Alaskan Native ,0.11
Perkiomen Valley SD,123466103,Asian ,5.73
Perkiomen Valley SD,123466103,Black/African American ,4.32
Perkiomen Valley SD,123466103,Career and Technical Center Name,North Montco Tech Career Center
Perkiomen Valley SD,123466103,Career and Technical Center Website,http://www.nmtcc.org
Perkiomen Valley SD,123466103,Charter School Enrollment,50
Perkiomen Valley SD,123466103,District Address (City),Collegeville
Perkiomen Valley SD,123466103,District Address (State),PA
Perkiomen Valley SD,123466103,District Address (Street),3 Iron Bridge Dr
Perkiomen Valley SD,123466103,District Enrollment,5395
Perkiomen Valley SD,123466103,District Name,Perkiomen Valley SD
Perkiomen Valley SD,123466103,District Zip Code,19426
Perkiomen Valley SD,123466103,Economically Disadvantaged,15.92
Perkiomen Valley SD,123466103,English Learner,0.82
Perkiomen Valley SD,123466103,Enrollment in Partnering Career and Technical Center(s),176
Perkiomen Valley SD,123466103,Female,48.8
Perkiomen Valley SD,123466103,Foster Care,0.13
Perkiomen Valley SD,123466103,Geographic Size of District (Square Miles),31.12
Perkiomen Valley SD,123466103,Grades Offered,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Perkiomen Valley SD,123466103,Hispanic ,5.04
Perkiomen Valley SD,123466103,Homeless,0.46
Perkiomen Valley SD,123466103,Intermediate Unit Name,Montgomery County IU 23
Perkiomen Valley SD,123466103,Intermediate Unit Website,http://www.mciu.org
Perkiomen Valley SD,123466103,Male,51.2
Perkiomen Valley SD,123466103,Military Connected,1.24
Perkiomen Valley SD,123466103,Native Hawaiian or other Pacific Islander ,0.15
Perkiomen Valley SD,123466103,Number of Schools,7
Perkiomen Valley SD,123466103,Percent of Gifted Students,8.08
Perkiomen Valley SD,123466103,Special Education,15.01
Perkiomen Valley SD,123466103,Telephone Number,610-489-8506
Perkiomen Valley SD,123466103,Website,http://www.pvsd.org
Perkiomen Valley SD,123466103,White ,82.26
Peters Township SD,101636503,2 or More Races,2.24
Peters Township SD,101636503,American Indian/Alaskan Native ,0.2
Peters Township SD,101636503,Asian ,2.69
Peters Township SD,101636503,Black/African American ,0.45
Peters Township SD,101636503,Career and Technical Center Name,Western Area CTC
Peters Township SD,101636503,Career and Technical Center Website,http://www.wactc.net
Peters Township SD,101636503,Charter School Enrollment,42
Peters Township SD,101636503,District Address (City),McMurray
Peters Township SD,101636503,District Address (State),PA
Peters Township SD,101636503,District Address (Street),631 E McMurray Rd
Peters Township SD,101636503,District Enrollment,3979
Peters Township SD,101636503,District Name,Peters Township SD
Peters Township SD,101636503,District Zip Code,15317
Peters Township SD,101636503,Economically Disadvantaged,6.69
Peters Township SD,101636503,English Learner,0.28
Peters Township SD,101636503,Enrollment in Partnering Career and Technical Center(s),41
Peters Township SD,101636503,Female,48.43
Peters Township SD,101636503,Foster Care,0.13
Peters Township SD,101636503,Geographic Size of District (Square Miles),19.73
Peters Township SD,101636503,Grades Offered,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Peters Township SD,101636503,Hispanic ,2.34
Peters Township SD,101636503,Homeless,0.05
Peters Township SD,101636503,Intermediate Unit Name,Intermediate Unit 1
Peters Township SD,101636503,Intermediate Unit Website,http://www.iu1.org
Peters Township SD,101636503,Male,51.57
Peters Township SD,101636503,Military Connected,1.81
Peters Township SD,101636503,Native Hawaiian or other Pacific Islander ,0.13
Peters Township SD,101636503,Number of Schools,5
Peters Township SD,101636503,Percent of Gifted Students,3.92
Peters Township SD,101636503,Special Education,11.49
Peters Township SD,101636503,Telephone Number,724-941-6251
Peters Township SD,101636503,Website,http://www.ptsd.k12.pa.us
Peters Township SD,101636503,White ,91.96
Philadelphia City SD,126515001,2 or More Races,5.52
Philadelphia City SD,126515001,American Indian/Alaskan Native ,0.2
Philadelphia City SD,126515001,Asian ,9.05
Philadelphia City SD,126515001,Black/African American ,48.29
Philadelphia City SD,126515001,Career and Technical Center Name,Philadelphia AVTS
Philadelphia City SD,126515001,Career and Technical Center Website,http://www.philasd.org
Philadelphia City SD,126515001,Charter School Enrollment,75761
Philadelphia City SD,126515001,District Address (City),Philadelphia
Philadelphia City SD,126515001,District Address (State),PA
Philadelphia City SD,126515001,District Address (Street),440 North Broad Street
Philadelphia City SD,126515001,District Enrollment,130617
Philadelphia City SD,126515001,District Name,Philadelphia City SD
Philadelphia City SD,126515001,District Zip Code,19130
Philadelphia City SD,126515001,Economically Disadvantaged,65.14
Philadelphia City SD,126515001,English Learner,12.76
Philadelphia City SD,126515001,Enrollment in Partnering Career and Technical Center(s),4
Philadelphia City SD,126515001,Female,48.3
Philadelphia City SD,126515001,Foster Care,1.86
Philadelphia City SD,126515001,Geographic Size of District (Square Miles),142.71
Philadelphia City SD,126515001,Grades Offered,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Philadelphia City SD,126515001,Hispanic ,22.66
Philadelphia City SD,126515001,Homeless,1.78
Philadelphia City SD,126515001,Intermediate Unit Name,Philadelphia IU 26
Philadelphia City SD,126515001,Intermediate Unit Website,http://www.phila.k12.pa.us/
Philadelphia City SD,126515001,Male,51.7
Philadelphia City SD,126515001,Military Connected,0
Philadelphia City SD,126515001,Native Hawaiian or other Pacific Islander ,0.1
Philadelphia City SD,126515001,Number of Schools,217
Philadelphia City SD,126515001,Percent of Gifted Students,0.66
Philadelphia City SD,126515001,Special Education,17.1
Philadelphia City SD,126515001,Telephone Number,215-400-4000
Philadelphia City SD,126515001,Website,http://www.philasd.org
Philadelphia City SD,126515001,White ,14.17
Philipsburg-Osceola Area SD,110177003,2 or More Races,0.61
Philipsburg-Osceola Area SD,110177003,American Indian/Alaskan Native ,0.12
Philipsburg-Osceola Area SD,110177003,Asian ,0.25
Philipsburg-Osceola Area SD,110177003,Black/African American ,0.92
Philipsburg-Osceola Area SD,110177003,Career and Technical Center Name,Clearfield County CTC
Philipsburg-Osceola Area SD,110177003,Career and Technical Center Website,http://www.ccctc.edu
Philipsburg-Osceola Area SD,110177003,Charter School Enrollment,54
Philipsburg-Osceola Area SD,110177003,District Address (City),Philipsburg
Philipsburg-Osceola Area SD,110177003,District Address (State),PA
Philipsburg-Osceola Area SD,110177003,District Address (Street),200 Short St
Philipsburg-Osceola Area SD,110177003,District Enrollment,1629
Philipsburg-Osceola Area SD,110177003,District Name,Philipsburg-Osceola Area SD
Philipsburg-Osceola Area SD,110177003,District Zip Code,16866
Philipsburg-Osceola Area SD,110177003,Economically Disadvantaged,49.54
Philipsburg-Osceola Area SD,110177003,English Learner,0
Philipsburg-Osceola Area SD,110177003,Enrollment in Partnering Career and Technical Center(s),78
Philipsburg-Osceola Area SD,110177003,Female,48.13
Philipsburg-Osceola Area SD,110177003,Foster Care,0.86
Philipsburg-Osceola Area SD,110177003,Geographic Size of District (Square Miles),224.71
Philipsburg-Osceola Area SD,110177003,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Philipsburg-Osceola Area SD,110177003,Hispanic ,0.55
Philipsburg-Osceola Area SD,110177003,Homeless,0.86
Philipsburg-Osceola Area SD,110177003,Intermediate Unit Name,Central IU 10
Philipsburg-Osceola Area SD,110177003,Intermediate Unit Website,http://www.ciu10.org
Philipsburg-Osceola Area SD,110177003,Male,51.87
Philipsburg-Osceola Area SD,110177003,Military Connected,0.49
Philipsburg-Osceola Area SD,110177003,Native Hawaiian or other Pacific Islander ,0
Philipsburg-Osceola Area SD,110177003,Number of Schools,4
Philipsburg-Osceola Area SD,110177003,Percent of Gifted Students,2.09
Philipsburg-Osceola Area SD,110177003,Special Education,17.62
Philipsburg-Osceola Area SD,110177003,Telephone Number,814-342-1050
Philipsburg-Osceola Area SD,110177003,Website,http://www.pomounties.org
Philipsburg-Osceola Area SD,110177003,White ,97.54
Phoenixville Area SD,124157203,2 or More Races,4.88
Phoenixville Area SD,124157203,American Indian/Alaskan Native ,0.15
Phoenixville Area SD,124157203,Asian ,3.35
Phoenixville Area SD,124157203,Black/African American ,5.98
Phoenixville Area SD,124157203,Career and Technical Center Name,Chester County Technical College HS
Phoenixville Area SD,124157203,Career and Technical Center Website,http://www.cciu.org
Phoenixville Area SD,124157203,Charter School Enrollment,341
Phoenixville Area SD,124157203,District Address (City),Phoenixville
Phoenixville Area SD,124157203,District Address (State),PA
Phoenixville Area SD,124157203,District Address (Street),386 City Line Ave
Phoenixville Area SD,124157203,District Enrollment,4117
Phoenixville Area SD,124157203,District Name,Phoenixville Area SD
Phoenixville Area SD,124157203,District Zip Code,19460
Phoenixville Area SD,124157203,Economically Disadvantaged,29.97
Phoenixville Area SD,124157203,English Learner,8.55
Phoenixville Area SD,124157203,Enrollment in Partnering Career and Technical Center(s),80
Phoenixville Area SD,124157203,Female,49.09
Phoenixville Area SD,124157203,Foster Care,0
Phoenixville Area SD,124157203,Geographic Size of District (Square Miles),21.52
Phoenixville Area SD,124157203,Grades Offered,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Phoenixville Area SD,124157203,Hispanic ,16.03
Phoenixville Area SD,124157203,Homeless,1.02
Phoenixville Area SD,124157203,Intermediate Unit Name,Chester County IU 24
Phoenixville Area SD,124157203,Intermediate Unit Website,http://www.cciu.org
Phoenixville Area SD,124157203,Male,50.91
Phoenixville Area SD,124157203,Military Connected,0.24
Phoenixville Area SD,124157203,Native Hawaiian or other Pacific Islander ,0.02
Phoenixville Area SD,124157203,Number of Schools,6
Phoenixville Area SD,124157203,Percent of Gifted Students,5.37
Phoenixville Area SD,124157203,Special Education,13.55
Phoenixville Area SD,124157203,Telephone Number,484-927-5000
Phoenixville Area SD,124157203,Website,http://www.pasd.com
Phoenixville Area SD,124157203,White ,69.59
Pine Grove Area SD,129546003,2 or More Races,1.78
Pine Grove Area SD,129546003,American Indian/Alaskan Native ,0.06
Pine Grove Area SD,129546003,Asian ,0.19
Pine Grove Area SD,129546003,Black/African American ,0.83
Pine Grove Area SD,129546003,Career and Technical Center Name,Schuylkill Technology Centers
Pine Grove Area SD,129546003,Career and Technical Center Website,http://www.stcenters.org
Pine Grove Area SD,129546003,Charter School Enrollment,24
Pine Grove Area SD,129546003,District Address (City),Pine Grove
Pine Grove Area SD,129546003,District Address (State),PA
Pine Grove Area SD,129546003,District Address (Street),103 School St
Pine Grove Area SD,129546003,District Enrollment,1572
Pine Grove Area SD,129546003,District Name,Pine Grove Area SD
Pine Grove Area SD,129546003,District Zip Code,17963
Pine Grove Area SD,129546003,Economically Disadvantaged,41.54
Pine Grove Area SD,129546003,English Learner,0.06
Pine Grove Area SD,129546003,Enrollment in Partnering Career and Technical Center(s),18
Pine Grove Area SD,129546003,Female,46.44
Pine Grove Area SD,129546003,Foster Care,0.13
Pine Grove Area SD,129546003,Geographic Size of District (Square Miles),104.19
Pine Grove Area SD,129546003,Grades Offered,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Pine Grove Area SD,129546003,Hispanic ,1.4
Pine Grove Area SD,129546003,Homeless,0.77
Pine Grove Area SD,129546003,Intermediate Unit Name,Schuylkill IU 29
Pine Grove Area SD,129546003,Intermediate Unit Website,http://www.iu29.org
Pine Grove Area SD,129546003,Male,53.56
Pine Grove Area SD,129546003,Military Connected,2.29
Pine Grove Area SD,129546003,Native Hawaiian or other Pacific Islander ,0.13
Pine Grove Area SD,129546003,Number of Schools,3
Pine Grove Area SD,129546003,Percent of Gifted Students,2.04
Pine Grove Area SD,129546003,Special Education,15.52
Pine Grove Area SD,129546003,Telephone Number,570-345-2731
Pine Grove Area SD,129546003,Website,http://www.pgasd.com
Pine Grove Area SD,129546003,White ,95.61
Pine-Richland SD,103021003,2 or More Races,2.02
Pine-Richland SD,103021003,American Indian/Alaskan Native ,0.13
Pine-Richland SD,103021003,Asian ,5.83
Pine-Richland SD,103021003,Black/African American ,1.29
Pine-Richland SD,103021003,Career and Technical Center Name,A W Beattie Career Center
Pine-Richland SD,103021003,Career and Technical Center Website,http://www.beattietech.com
Pine-Richland SD,103021003,Charter School Enrollment,51
Pine-Richland SD,103021003,District Address (City),Gibsonia
Pine-Richland SD,103021003,District Address (State),PA
Pine-Richland SD,103021003,District Address (Street),702 Warrendale Rd
Pine-Richland SD,103021003,District Enrollment,4562
Pine-Richland SD,103021003,District Name,Pine-Richland SD
Pine-Richland SD,103021003,District Zip Code,15044
Pine-Richland SD,103021003,Economically Disadvantaged,4.56
Pine-Richland SD,103021003,English Learner,0.53
Pine-Richland SD,103021003,Enrollment in Partnering Career and Technical Center(s),60
Pine-Richland SD,103021003,Female,48.88
Pine-Richland SD,103021003,Foster Care,0.09
Pine-Richland SD,103021003,Geographic Size of District (Square Miles),31.61
Pine-Richland SD,103021003,Grades Offered,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Pine-Richland SD,103021003,Hispanic ,2.39
Pine-Richland SD,103021003,Homeless,0.22
Pine-Richland SD,103021003,Intermediate Unit Name,Allegheny IU 3
Pine-Richland SD,103021003,Intermediate Unit Website,http://www.aiu3.net
Pine-Richland SD,103021003,Male,51.12
Pine-Richland SD,103021003,Military Connected,0.26
Pine-Richland SD,103021003,Native Hawaiian or other Pacific Islander ,0.07
Pine-Richland SD,103021003,Number of Schools,6
Pine-Richland SD,103021003,Percent of Gifted Students,8.15
Pine-Richland SD,103021003,Special Education,13.94
Pine-Richland SD,103021003,Telephone Number,724-625-7773
Pine-Richland SD,103021003,Website,http://www.pinerichland.org
Pine-Richland SD,103021003,White ,88.27
Pittsburgh SD,102027451,2 or More Races,8.89
Pittsburgh SD,102027451,American Indian/Alaskan Native ,0.14
Pittsburgh SD,102027451,Asian ,3.98
Pittsburgh SD,102027451,Black/African American ,51.52
Pittsburgh SD,102027451,Career and Technical Center Name,Pittsburgh AVTS
Pittsburgh SD,102027451,Career and Technical Center Website,http://www.pps.k12.pa.us/14311047133448663/site/default.asp
Pittsburgh SD,102027451,Charter School Enrollment,4667
Pittsburgh SD,102027451,District Address (City),Pittsburgh
Pittsburgh SD,102027451,District Address (State),PA
Pittsburgh SD,102027451,District Address (Street),341 S Bellefield Ave
Pittsburgh SD,102027451,District Enrollment,22665
Pittsburgh SD,102027451,District Name,Pittsburgh SD
Pittsburgh SD,102027451,District Zip Code,15213
Pittsburgh SD,102027451,Economically Disadvantaged,63.2
Pittsburgh SD,102027451,English Learner,4.86
Pittsburgh SD,102027451,Enrollment in Partnering Career and Technical Center(s),NA
Pittsburgh SD,102027451,Female,49.27
Pittsburgh SD,102027451,Foster Care,1.28
Pittsburgh SD,102027451,Geographic Size of District (Square Miles),57.62
Pittsburgh SD,102027451,Grades Offered,"PreKH, PreKF, K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
Pittsburgh SD,102027451,Hispanic ,4.25
Pittsburgh SD,102027451,Homeless,3.45
Pittsburgh SD,102027451,Intermediate Unit Name,Pittsburgh-Mt Oliver IU 2
Pittsburgh SD,102027451,Intermediate Unit Website,http://www.pmoiu2.k12.pa.us/
Pittsburgh SD,102027451,Male,50.73
Pittsburgh SD,102027451,Military Connected,0.01
Pittsburgh SD,102027451,Native Hawaiian or other Pacific Islander ,0.13
Pittsburgh SD,102027451,Number of Schools,56
Pittsburgh SD,102027451,Percent of Gifted Students,7.63
Pittsburgh SD,102027451,Special Education,20.4
Pittsburgh SD,102027451,Telephone Number,412-529-3500
Pittsburgh SD,102027451,Website,http://www.pghschools.org/
Pittsburgh SD,102027451,White ,31.09
Pittston Area SD,118406602,2 or More Races,1.86
Pittston Area SD,118406602,American Indian/Alaskan Native ,0.09
Pittston Area SD,118406602,Asian ,1.11
Pittston Area SD,118406602,Black/African American ,4.8
Pittston Area SD,118406602,Career and Technical Center Name,Wilkes-Barre Area CTC
Pittston Area SD,118406602,Career and Technical Center Website,http://www.wbactc.org
Pittston Area SD,118406602,Charter School Enrollment,78
Pittston Area SD,118406602,District Address (City),Pittston
